frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    235489    60763
473.5    244932    63311
473.7    210097    52350
473.9    233728    70478
474.1    227593    60092
474.3    184151    49395
474.5    195846    47938
474.7    155350    37794
474.9    143184    38128
475.1    215966    47387
475.3    209383    47867
475.5    197314    50149
475.7    224915    59227
475.9    178398    43174
476.1    223004    60805
476.3    215138    63418
476.5    232015    62183
476.7    237541    62349
476.9    261037    71385
477.1    230672    59852
477.3    239140    71944
