frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    240476.0    64493.333333333336
471.0    220604.33333333334    60935.0
471.2    236468.00000000003    62353.33333333334
471.4    227126.6666666667    64776.0
471.6    226556.6666666667    64900.66666666666
471.8    218196.0    62943.00000000001
472.0    215625.99999999997    60014.00000000001
472.2    225592.3333333333    64073.33333333333
472.4    216256.0    59706.33333333333
472.6    213041.33333333337    63147.333333333336
472.8    195988.66666666666    49113.66666666666
473.0    193057.33333333337    50873.0
473.2    201258.3333333333    54263.333333333336
473.4    194291.66666666666    53693.999999999985
473.6    182495.0    52370.00000000001
473.8    181813.6666666667    49096.0
474.0    172035.99999999997    49042.333333333336
474.2    162716.99999999997    43178.333333333336
474.4    221169.33333333337    58125.0
474.6    213200.99999999997    57326.333333333336
474.8    230401.66666666666    62913.0
475.0    220854.66666666666    60059.00000000001
475.2    234687.33333333334    64997.00000000001
475.4    231642.66666666663    66253.0
475.6    249032.0    71228.33333333333
475.8    236555.99999999997    64753.333333333336
476.0    234286.6666666667    60928.333333333336
476.2    233944.66666666663    65664.0
476.4    246303.3333333333    72054.66666666664
476.6    243154.66666666666    67985.66666666667
476.8    239406.00000000003    66624.0
