frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    354457    99632
471.0    329211    87048
471.2    351469    105151
471.4    346044    96715
471.6    325167    97432
471.8    366519    111891
472.0    363527    102129
472.2    363537    107573
472.4    334219    101412
472.6    338870    112799
472.8    323998    79274
473.0    303653    83899
473.2    274043    76667
473.4    262118    68762
473.6    316188    77868
473.8    303056    82016
474.0    349102    111792
474.2    308330    81380
474.4    356248    104737
474.6    335028    103616
474.8    343983    99992
475.0    325843    87080
475.2    310429    74851
475.4    363465    112663
475.6    318046    89078
475.8    340668    103764
476.0    317649    85571
476.2    335097    88777
476.4    298721    78202
476.6    347015    101722
476.8    312581    84545
