frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    227184.3333333333    66345.33333333334
471.0    214549.0    62409.666666666664
471.2    223250.0    61583.33333333333
471.4    214734.00000000003    58187.0
471.6    227101.6666666667    61942.99999999999
471.8    218928.6666666667    58708.666666666664
472.0    218101.3333333333    60017.33333333333
472.2    229348.33333333337    62554.66666666667
472.4    206463.00000000003    53728.33333333334
472.6    231511.33333333328    62422.333333333336
472.8    219410.00000000003    65686.0
473.0    225573.66666666666    59798.666666666664
473.2    205781.0    57106.666666666664
473.4    199046.0    52612.66666666666
473.6    186744.99999999997    53349.33333333333
473.8    189744.3333333333    48964.33333333333
474.0    186916.33333333337    53367.99999999999
474.2    167429.00000000003    43359.333333333336
474.4    220373.00000000003    60300.66666666667
474.6    218150.00000000003    57889.666666666664
474.8    220999.3333333333    58221.0
475.0    218504.3333333333    63180.0
475.2    227416.99999999994    62791.66666666667
475.4    230084.00000000003    62683.666666666664
475.6    246721.6666666667    70347.33333333333
475.8    258305.3333333333    71575.0
476.0    245695.33333333334    64617.666666666664
476.2    235260.00000000003    68276.33333333331
476.4    227988.66666666666    61078.0
476.6    241130.3333333333    66575.0
476.8    240786.66666666666    73825.33333333334
