frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    273402    89204
473.5    209185    51017
473.7    202860    55437
473.9    218377    68370
474.1    195984    53875
474.3    206042    52285
474.5    196306    59617
474.7    168533    43339
474.9    121868    32266
475.1    140139    37019
475.3    111045    23449
475.5    189845    45505
475.7    190219    48289
475.9    197782    55302
476.1    201067    52982
476.3    222046    66667
476.5    219545    61753
476.7    225005    63570
476.9    234796    60791
477.1    248976    70805
477.3    254271    79455
