frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    188358.3333333333    59709.0
471.0    175521.3333333333    54219.66666666666
471.2    192949.0    60636.33333333332
471.4    183874.6666666667    58576.0
471.6    191662.3333333333    61257.66666666667
471.8    179692.0    56915.33333333334
472.0    172540.3333333333    53741.33333333334
472.2    168507.33333333334    54963.333333333336
472.4    150411.6666666667    47490.66666666667
472.6    156846.0    51651.333333333336
472.8    168970.3333333333    52298.66666666667
473.0    160872.33333333334    54783.66666666666
473.2    163928.6666666667    52454.33333333332
473.4    156427.3333333333    51583.66666666666
473.6    147564.0    42820.666666666664
473.8    140468.33333333334    45264.0
474.0    148472.66666666666    46567.666666666664
474.2    160367.0    50018.66666666667
474.4    148901.6666666667    45661.666666666664
474.6    157456.6666666667    51450.66666666667
474.8    159933.0    57094.66666666666
475.0    166707.33333333337    57106.66666666667
475.2    189201.66666666666    58212.66666666667
475.4    187256.0    59565.333333333336
475.6    191168.6666666667    61221.66666666667
475.8    187420.66666666666    64162.99999999999
476.0    190428.3333333333    63047.333333333336
476.2    201082.3333333333    64580.00000000001
476.4    195936.6666666667    63575.99999999999
476.6    208055.66666666666    64623.66666666667
476.8    192192.6666666667    62860.000000000015
