frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    174134.6666666667    57302.66666666667
471.0    180373.0    58996.666666666664
471.2    179894.3333333333    59203.66666666667
471.4    204477.6666666667    66918.33333333336
471.6    187311.6666666667    63879.99999999999
471.8    170089.6666666667    52690.666666666664
472.0    154825.0    49441.333333333336
472.2    167437.0    59310.0
472.4    167807.6666666667    59730.333333333336
472.6    185771.33333333334    60848.666666666664
472.8    171808.3333333333    54383.33333333333
473.0    166738.33333333334    52380.66666666667
473.2    156457.0    54063.0
473.4    152133.0    46057.00000000001
473.6    131045.66666666667    43775.33333333333
473.8    144156.66666666666    47962.333333333336
474.0    130814.33333333334    41501.33333333333
474.2    129567.00000000001    44316.666666666664
474.4    152755.66666666666    54761.666666666664
474.6    163859.33333333334    57646.333333333336
474.8    163763.33333333334    53345.33333333333
475.0    165773.0    52947.66666666667
475.2    162980.66666666666    52416.0
475.4    161452.6666666667    55547.66666666667
475.6    163200.3333333333    61566.0
475.8    166809.66666666666    58795.33333333333
476.0    164986.3333333333    53068.666666666664
476.2    167237.33333333334    56676.33333333333
476.4    184702.3333333333    62439.33333333333
476.6    191634.3333333333    63660.333333333336
476.8    184033.3333333333    59827.666666666664
