frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    250514.66666666663    70328.66666666666
471.0    259776.00000000003    72220.33333333334
471.2    241241.6666666667    68692.66666666667
471.4    232903.33333333334    63378.00000000001
471.6    240213.0    64277.66666666667
471.8    246355.00000000003    70904.33333333333
472.0    244013.3333333333    62837.666666666664
472.2    224407.33333333337    62775.99999999999
472.4    231678.33333333334    66613.0
472.6    235475.00000000003    66947.0
472.8    216781.66666666672    54851.333333333336
473.0    205539.33333333334    52670.0
473.2    192568.3333333333    53588.66666666667
473.4    197441.99999999997    50167.333333333336
473.6    204588.66666666666    57136.33333333333
473.8    192656.33333333334    51536.33333333334
474.0    188296.66666666666    47231.0
474.2    168236.33333333334    42711.66666666667
474.4    202510.00000000003    50858.00000000001
474.6    210181.3333333333    57568.00000000001
474.8    245199.00000000003    65526.66666666668
475.0    224718.33333333334    63222.00000000001
475.2    233550.3333333333    60400.66666666666
475.4    256584.99999999997    73115.33333333331
475.6    252745.99999999997    75046.00000000001
475.8    245945.0    66530.66666666666
476.0    253373.66666666666    71631.33333333333
476.2    254301.33333333334    73409.66666666664
476.4    260917.99999999997    68209.00000000001
476.6    256415.33333333337    71725.66666666667
476.8    242757.3333333333    67690.66666666667
