frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    123522    33878
472.2    133959    37453
472.4    112225    31932
472.6    98371    23235
472.8    130927    32787
473.0    106794    23803
473.2    112981    27836
473.4    104964    25165
473.6    115336    32312
473.8    109602    28422
474.0    107439    29420
474.2    106215    26585
474.4    116059    30674
474.6    109964    26284
474.8    98715    26706
475.0    104700    23221
475.2    98350    19151
475.4    88859    25746
475.6    99963    20986
475.8    108255    30224
476.0    111332    35379
476.2    114401    29643
476.4    92314    25140
476.6    108664    29633
476.8    111724    35425
477.0    127289    31188
