frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    212284    59970
473.5    215167    62711
473.7    209667    53149
473.9    200061    54454
474.1    199522    60066
474.3    191568    51574
474.5    193990    57983
474.7    176504    44971
474.9    171197    56307
475.1    120631    31628
475.3    179017    41294
475.5    182422    50239
475.7    215297    66078
475.9    168158    40623
476.1    195582    57628
476.3    204626    63766
476.5    199940    53198
476.7    219779    57782
476.9    239943    66314
477.1    227447    59374
477.3    233740    67403
