frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    406316    96179
471.0    422900    93635
471.2    397013    85481
471.4    421076    97286
471.6    399473    97132
471.8    391859    80074
472.0    392855    79241
472.2    402056    88688
472.4    359136    74169
472.6    385242    78784
472.8    371962    78666
473.0    414053    94160
473.2    434976    93154
473.4    394102    86865
473.6    402999    79526
473.8    387753    76813
474.0    412274    82899
474.2    378937    78321
474.4    380878    77893
474.6    387696    93342
474.8    383605    83196
475.0    375404    86765
475.2    386397    78605
475.4    430062    88536
475.6    427472    89805
475.8    397523    83733
476.0    462020    92362
476.2    406566    88291
476.4    393399    79228
476.6    399341    84931
476.8    391007    78361
