frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    411962    96298
471.0    422775    100906
471.2    439949    89467
471.4    441882    103458
471.6    433862    113211
471.8    419784    90711
472.0    433567    107602
472.2    429097    96947
472.4    405033    91103
472.6    422189    102791
472.8    403821    102841
473.0    398204    90963
473.2    357115    86669
473.4    354492    88480
473.6    400983    83301
473.8    446529    100174
474.0    395246    94138
474.2    406639    103721
474.4    452907    116543
474.6    425189    97676
474.8    440323    110771
475.0    399731    85521
475.2    453666    129332
475.4    448652    112225
475.6    467196    116263
475.8    362982    78562
476.0    412188    105553
476.2    393057    90868
476.4    420139    91350
476.6    436547    89162
476.8    443449    104524
