frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    396243    97928
471.0    434234    82977
471.2    409482    97432
471.4    411852    95339
471.6    433618    111246
471.8    454075    102789
472.0    446246    124509
472.2    432516    113455
472.4    409729    93335
472.6    415559    99312
472.8    417570    87210
473.0    379992    88000
473.2    386618    79091
473.4    376919    89467
473.6    280335    63330
473.8    387321    107465
474.0    481556    124941
474.2    424610    84984
474.4    393162    92335
474.6    441847    111741
474.8    420854    96033
475.0    383263    89830
475.2    389793    84745
475.4    445332    111399
475.6    440335    92184
475.8    371576    84215
476.0    411870    85755
476.2    326339    76814
476.4    393058    100184
476.6    425487    98843
476.8    89212    13403
