frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    413495    95548
471.0    442774    108953
471.2    436865    106022
471.4    390696    91553
471.6    425072    95984
471.8    446005    105999
472.0    403089    112442
472.2    409624    115940
472.4    392286    97414
472.6    392828    95792
472.8    402325    103420
473.0    361980    90502
473.2    373372    102889
473.4    419486    86269
473.6    357514    75828
473.8    298017    71399
474.0    419816    109173
474.2    446739    108270
474.4    367673    69102
474.6    471364    108100
474.8    501369    115503
475.0    405846    108382
475.2    425093    102511
475.4    410191    81861
475.6    418100    108473
475.8    422552    100033
476.0    441513    103363
476.2    440141    100104
476.4    429286    98213
476.6    402500    77589
476.8    406090    90845
