frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    240808.00000000003    68258.33333333336
471.0    233174.00000000003    65675.33333333333
471.2    234889.0    69356.66666666667
471.4    247298.99999999997    67976.66666666666
471.6    236653.6666666667    67450.66666666667
471.8    241531.0    67622.66666666666
472.0    248984.33333333334    67402.33333333333
472.2    248072.00000000003    66308.33333333333
472.4    208537.3333333333    55724.333333333336
472.6    220102.0    59971.333333333336
472.8    203084.33333333334    57022.666666666664
473.0    219379.6666666667    60870.66666666667
473.2    204590.0    53566.333333333336
473.4    199975.3333333333    53088.666666666664
473.6    202091.33333333334    55863.00000000001
473.8    191543.66666666666    50432.666666666664
474.0    169173.33333333334    44015.99999999999
474.2    187918.00000000003    47238.33333333333
474.4    221353.99999999997    57711.99999999999
474.6    220642.0    59847.33333333332
474.8    257338.00000000003    77799.33333333334
475.0    233804.3333333333    65729.66666666667
475.2    237203.33333333334    64967.666666666664
475.4    237244.6666666667    66580.33333333334
475.6    232415.6666666667    59412.66666666667
475.8    227332.3333333333    63171.333333333336
476.0    231592.00000000003    63371.333333333336
476.2    228302.0    64686.99999999999
476.4    230854.33333333334    67890.0
476.6    236789.00000000003    62563.666666666664
476.8    232812.33333333334    63661.00000000001
