frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    332645.3333333334    87941.33333333331
471.0    295988.0    80965.66666666666
471.2    284984.0    78829.0
471.4    343501.0    87268.66666666667
471.6    285771.3333333333    81838.33333333334
471.8    302523.99999999994    82830.0
472.0    286443.3333333333    81194.33333333334
472.2    282351.00000000006    77280.33333333334
472.4    309818.3333333333    83898.0
472.6    259266.33333333337    71881.0
472.8    258446.6666666667    66567.0
473.0    287951.6666666666    75942.66666666666
473.2    268526.99999999994    73783.0
473.4    255368.00000000003    72390.99999999999
473.6    250020.66666666666    65113.66666666667
473.8    260808.6666666667    68167.0
474.0    261998.00000000003    65197.0
474.2    268720.0    72983.33333333333
474.4    265411.6666666667    81258.0
474.6    268775.99999999994    76865.0
474.8    272078.6666666667    79294.33333333333
475.0    281512.0    78771.0
475.2    345587.6666666666    94028.33333333334
475.4    301066.0    81935.0
475.6    301185.6666666667    86492.33333333333
475.8    292285.6666666666    84747.33333333333
476.0    293115.6666666667    83506.0
476.2    314703.0    88196.33333333333
476.4    323001.6666666667    83642.0
476.6    323267.0    80825.33333333333
476.8    331208.3333333333    87017.99999999997
