frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    315218    66255
471.0    409863    103598
471.2    392216    88368
471.4    394858    94255
471.6    405749    107010
471.8    442389    106460
472.0    416907    100206
472.2    398262    91685
472.4    382503    91039
472.6    355073    77724
472.8    378330    96838
473.0    430432    86732
473.2    376012    89734
473.4    306699    74752
473.6    377518    84912
473.8    363941    77493
474.0    380384    94670
474.2    374359    83289
474.4    426032    100691
474.6    466134    122552
474.8    422046    104520
475.0    451437    117641
475.2    435993    95441
475.4    379189    78480
475.6    372382    93618
475.8    395194    91518
476.0    422146    96429
476.2    91889    13327
476.4    441041    93186
476.6    380244    81666
476.8    406913    84565
