frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    311928.0    80098.33333333334
471.0    325093.6666666666    89865.66666666666
471.2    293489.3333333334    79791.33333333334
471.4    296823.6666666666    79750.0
471.6    304512.0    81108.33333333334
471.8    332940.6666666666    87896.66666666667
472.0    318386.3333333334    87911.33333333334
472.2    322407.3333333334    84896.33333333333
472.4    315663.6666666667    79693.66666666667
472.6    311554.6666666666    90715.66666666666
472.8    293271.3333333333    83398.66666666667
473.0    273668.0    74585.33333333333
473.2    273438.6666666667    71185.33333333334
473.4    275206.00000000006    72489.0
473.6    275496.99999999994    72734.33333333333
473.8    253099.6666666667    71940.66666666666
474.0    247868.99999999997    69342.66666666667
474.2    271580.33333333326    72295.66666666666
474.4    276532.3333333333    72336.0
474.6    292798.6666666667    77666.0
474.8    293746.33333333326    79432.66666666666
475.0    305211.3333333334    81910.99999999999
475.2    311039.6666666666    86929.66666666667
475.4    313726.3333333334    87056.33333333333
475.6    328002.00000000006    88345.66666666666
475.8    322758.6666666666    86341.66666666666
476.0    333592.6666666666    86589.33333333333
476.2    317701.6666666666    84157.66666666666
476.4    306047.3333333334    85043.66666666667
476.6    304988.6666666667    87446.33333333334
476.8    308098.00000000006    85234.33333333334
