frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    211338    58965
473.5    225965    58208
473.7    210121    64800
473.9    179164    50411
474.1    198028    52984
474.3    195074    53957
474.5    157989    41029
474.7    152227    38368
474.9    138034    40345
475.1    208681    48509
475.3    195100    54889
475.5    191991    49989
475.7    174416    49318
475.9    186948    57358
476.1    219170    57164
476.3    198820    51895
476.5    215750    56093
476.7    206128    53772
476.9    215946    59514
477.1    233116    65199
477.3    270783    75156
