frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    103084    40338
472.2    87486    28104
472.4    87083    30427
472.6    82487    25443
472.8    84344    28508
473.0    50597    15815
473.2    77056    26462
473.4    75823    27751
473.6    79438    27091
473.8    74582    25784
474.0    76497    23618
474.2    73326    23309
474.4    69424    21536
474.6    87857    32544
474.8    68646    25316
475.0    62327    23563
475.2    50965    17025
475.4    65417    19295
475.6    41169    13260
475.8    55666    17502
476.0    68205    22868
476.2    55959    17714
476.4    65171    26006
476.6    72794    23414
476.8    92845    33686
477.0    74558    27168
