frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    125255    32295
472.2    117939    31919
472.4    125341    31781
472.6    126509    43213
472.8    86334    20922
473.0    113908    33117
473.2    107904    30325
473.4    119681    33905
473.6    91280    22690
473.8    118610    30346
474.0    98324    23254
474.2    102067    27411
474.4    124448    39057
474.6    102377    31301
474.8    102654    26617
475.0    96305    23038
475.2    86872    26373
475.4    73042    18810
475.6    105588    26239
475.8    82295    21778
476.0    105029    29453
476.2    103918    27451
476.4    115845    33012
476.6    115622    34168
476.8    110552    29099
477.0    126364    37237
