frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    236948    65561
473.5    245527    76767
473.7    191905    53125
473.9    213317    54307
474.1    210365    55360
474.3    218045    60398
474.5    169943    50060
474.7    189484    56681
474.9    174330    45596
475.1    177200    39310
475.3    207656    45392
475.5    200633    57366
475.7    235794    57471
475.9    213269    67830
476.1    199476    49280
476.3    214519    53785
476.5    250477    66913
476.7    248487    68011
476.9    232194    63756
477.1    257576    73165
477.3    242934    68685
