frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    241770.0    71838.0
471.0    235637.00000000003    66166.0
471.2    226875.3333333333    68534.33333333334
471.4    230914.33333333334    64433.99999999999
471.6    255564.66666666666    72635.66666666664
471.8    233688.66666666666    61213.66666666667
472.0    225681.66666666666    61421.00000000001
472.2    213326.33333333334    56760.99999999999
472.4    208702.3333333333    54903.0
472.6    202623.33333333334    53133.333333333336
472.8    226332.66666666666    61085.666666666664
473.0    207470.3333333333    57498.999999999985
473.2    201285.66666666666    53062.66666666667
473.4    191289.6666666667    48995.666666666664
473.6    190645.0    50510.33333333333
473.8    164919.66666666666    41652.66666666668
474.0    159583.99999999997    40694.666666666664
474.2    153818.3333333333    37193.66666666667
474.4    196197.33333333334    51947.66666666667
474.6    209053.6666666667    58020.00000000001
474.8    231145.6666666667    62655.33333333333
475.0    234958.66666666663    62042.0
475.2    230573.99999999994    59371.33333333334
475.4    242609.6666666667    66221.0
475.6    234769.0    64829.666666666686
475.8    249363.6666666667    68390.66666666667
476.0    240567.66666666666    69823.33333333333
476.2    214359.3333333333    56232.666666666664
476.4    235244.33333333337    62450.99999999999
476.6    227708.33333333334    64422.66666666667
476.8    221068.6666666667    58839.333333333336
