frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    125928    40949
472.2    127446    37274
472.4    134415    37724
472.6    125052    42150
472.8    111688    27943
473.0    127505    32826
473.2    147026    34162
473.4    122682    29845
473.6    106256    26338
473.8    107364    27044
474.0    113709    31191
474.2    120371    34036
474.4    103929    24329
474.6    96520    24085
474.8    100407    26081
475.0    85655    20447
475.2    106798    32437
475.4    91141    23095
475.6    117641    27491
475.8    97012    31507
476.0    119524    26521
476.2    128495    28186
476.4    125659    34083
476.6    130063    34330
476.8    118313    30895
477.0    116155    30353
