frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    236050    70432
473.5    208082    55829
473.7    206424    61651
473.9    205543    62186
474.1    202525    53357
474.3    207802    55701
474.5    200684    55773
474.7    179824    47596
474.9    144359    31982
475.1    122546    31621
475.3    216584    50885
475.5    219636    58278
475.7    204688    54684
475.9    213961    63950
476.1    207380    56768
476.3    217459    65396
476.5    240269    69435
476.7    206060    55608
476.9    223809    59254
477.1    239783    68067
477.3    266147    79717
