frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    144815    44315
472.2    139917    37072
472.4    139680    40717
472.6    140906    49151
472.8    128904    38138
473.0    135630    33124
473.2    113771    37147
473.4    131653    31548
473.6    113983    31491
473.8    140675    36910
474.0    125586    30347
474.2    111735    29050
474.4    105348    26596
474.6    112466    32874
474.8    106364    25984
475.0    98018    25336
475.2    98032    22448
475.4    112718    23571
475.6    111777    24890
475.8    118713    32272
476.0    124071    34982
476.2    117668    31005
476.4    118022    27158
476.6    119251    34326
476.8    148346    51047
477.0    128173    34705
