frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    216096    63317
473.5    212606    57561
473.7    210114    54109
473.9    175946    47538
474.1    45892    9523
474.3    177579    50549
474.5    150163    37381
474.7    207707    67889
474.9    149913    44013
475.1    158579    38985
475.3    121367    27185
475.5    180603    46169
475.7    175946    46755
475.9    200331    53843
476.1    201680    53733
476.3    208426    62656
476.5    231615    63450
476.7    225100    61608
476.9    226395    66453
477.1    235503    71591
477.3    238132    64094
