wl(nm)    mean_lt(s)    mle_lt(s)    CI_low[lt]    CI_high[lt]    int(W/m2)    int_er    label    file
500    448.9438743103728    349.2    291.9    599.4    458476.0352592316    83095.5267981859    500 p4000 1 230801/02    2023_08_02_00h_00m_00s_dissociation_measurement
500    295.01097429741606    245.7    206.70000000000002    380.7    687780.448957161    124263.1371584414    500 p6000 1 230803    2023_08_03_10h_34m_25s_dissociation_measurement
500    236.8024210593863    189.3    158.70000000000002    312.0    570818.3978173458    102545.22458107445    500 p5000 1 230824    2023_08_24_10h_46m_18s_dissociation_measurement
500    76.3888888888883    68.69999999999999    58.8    93.6    839816.4408134453    154795.73399487213    500 p7000 1 230825    2023_08_25_10h_46m_41s_dissociation_measurement
500    78.89578947368324    71.39999999999999    61.199999999999996    96.3    1079203.027923223    198292.45880913347    500 p9000 1 230829    2023_08_29_11h_49m_52s_dissociation_measurement
500    254.34132066026402    190.8    159.3    344.4    684510.1521899246    122456.02061309673    500 p6000 1 230831    2023_08_31_00h_00m_00s_dissociation_measurement
500    37.03156249999993    34.8    30.3    43.49999999999999    994162.2713549669    182967.08710020347    500 p8300 1 230901    2023_09_01_10h_11m_43s_dissociation_measurement
