wl(nm)    mean_lt(s)    mle_lt(s)    CI_low[lt]    CI_high[lt]    int(W/m2)    int_er    label    file
500    477.9396672735459    371.7    310.8    638.0999999999999    458483.2521361909    83389.75723764424    500 p4000 1 230801/02    2023_08_02_00h_00m_00s_dissociation_measurement
500    290.5048104411269    242.1    203.4    375.0    688590.2062340977    124346.95125816908    500 p6000 1 230803    2023_08_03_10h_34m_25s_dissociation_measurement
500    292.13586568737304    233.7    195.6    385.2    571056.9432284278    102424.07574491817    500 p5000 1 230824    2023_08_24_10h_46m_18s_dissociation_measurement
500    73.89707419190741    66.6    56.99999999999999    90.3    839611.3084568635    154159.37544096628    500 p7000 1 230825    2023_08_25_10h_46m_41s_dissociation_measurement
500    93.62778092487204    85.5    73.19999999999999    113.39999999999999    1077797.0201191271    197955.78802709142    500 p9000 1 230829    2023_08_29_11h_49m_52s_dissociation_measurement
500    310.90199263014074    233.1    194.70000000000002    421.2    684425.0867505699    122148.5494246952    500 p6000 1 230831    2023_08_31_00h_00m_00s_dissociation_measurement
500    39.51085459410228    37.199999999999996    32.4    46.49999999999999    994415.5287069646    182811.81510576498    500 p8300 1 230901    2023_09_01_10h_11m_43s_dissociation_measurement
