frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    450850    105066
471.0    455302    106699
471.2    405265    102749
471.4    444438    110271
471.6    415579    108725
471.8    414094    104038
472.0    466131    124079
472.2    421282    115526
472.4    228849    61870
472.6    433345    99043
472.8    385293    78961
473.0    353102    87859
473.2    337242    79743
473.4    331525    77088
473.6    327619    73890
473.8    303868    67469
474.0    423263    90259
474.2    414600    111489
474.4    485204    120241
474.6    438114    104749
474.8    424788    105435
475.0    476623    114022
475.2    456565    102717
475.4    437350    99386
475.6    408699    88313
475.8    456836    96995
476.0    412489    88575
476.2    413806    81888
476.4    398773    91015
476.6    418176    90997
476.8    394615    79573
