frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    142285    41322
472.2    154245    48049
472.4    153791    41159
472.6    163281    42730
472.8    142401    35611
473.0    148028    37654
473.2    106432    29021
473.4    120741    29362
473.6    122865    28616
473.8    133311    34666
474.0    115119    34647
474.2    108951    32453
474.4    120593    30825
474.6    102175    24222
474.8    103767    26318
475.0    98881    27113
475.2    89320    20364
475.4    109535    23895
475.6    110897    27408
475.8    121535    33033
476.0    117529    26875
476.2    111917    29593
476.4    123221    32045
476.6    140281    41864
476.8    141133    36987
477.0    120419    41523
