frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    151198    40306
472.2    158950    47112
472.4    124455    32612
472.6    150142    45636
472.8    178858    45854
473.0    131545    31806
473.2    140011    35463
473.4    127736    36955
473.6    152873    47239
473.8    128159    36127
474.0    156955    45021
474.2    157491    46590
474.4    131242    42180
474.6    128495    34452
474.8    154408    39286
475.0    113204    31151
475.2    102441    26204
475.4    191827    59281
475.6    114899    24870
475.8    141953    34499
476.0    129574    40817
476.2    153507    46785
476.4    155909    42829
476.6    148552    36636
476.8    128243    39844
477.0    148229    40207
