frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    258828.0    68069.66666666667
471.0    227479.6666666667    61900.666666666664
471.2    244831.66666666666    65029.00000000001
471.4    231968.66666666666    68707.66666666666
471.6    238999.6666666667    66259.66666666666
471.8    226804.33333333334    62144.0
472.0    218326.66666666666    63532.666666666664
472.2    228166.00000000003    69610.0
472.4    228567.0    62599.66666666666
472.6    234064.66666666666    63052.666666666664
472.8    211164.3333333333    53426.0
473.0    204073.6666666667    53408.66666666667
473.2    222504.66666666666    60071.333333333336
473.4    208603.3333333333    56041.66666666668
473.6    203531.0    56208.333333333336
473.8    195143.33333333334    50236.00000000001
474.0    215463.33333333337    54083.66666666667
474.2    221516.33333333334    57850.66666666667
474.4    222922.0    59813.00000000001
474.6    241297.3333333333    72243.66666666666
474.8    245228.66666666663    71663.33333333334
475.0    234534.00000000003    62824.666666666664
475.2    224479.3333333333    59463.333333333336
475.4    214546.3333333333    56703.0
475.6    223825.33333333334    60173.333333333336
475.8    228540.66666666666    65980.33333333333
476.0    245359.0    64827.000000000015
476.2    225720.66666666666    60813.0
476.4    231735.6666666667    60477.33333333333
476.6    233734.3333333333    64845.666666666664
476.8    223864.6666666667    58879.0
