frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    252033.33333333334    67340.0
471.0    238352.3333333333    62796.333333333336
471.2    262191.3333333333    73768.99999999999
471.4    265529.66666666674    74425.0
471.6    252028.33333333334    64940.33333333333
471.8    235964.66666666666    62525.99999999999
472.0    221399.0    58644.333333333336
472.2    253496.3333333333    71328.66666666666
472.4    251721.66666666666    70231.33333333334
472.6    229488.66666666666    60624.0
472.8    221968.0    58544.33333333333
473.0    222978.33333333337    57603.000000000015
473.2    216207.66666666666    55430.0
473.4    202235.6666666667    54465.333333333336
473.6    188495.33333333334    51600.333333333336
473.8    173160.3333333333    40331.333333333336
474.0    162998.33333333337    41763.333333333336
474.2    234702.33333333334    61643.000000000015
474.4    205481.3333333333    52818.666666666664
474.6    207391.0    58114.666666666664
474.8    223614.3333333333    68328.33333333334
475.0    241792.6666666667    67336.33333333333
475.2    221937.6666666667    58305.33333333333
475.4    223780.66666666663    63422.0
475.6    223395.33333333334    65232.0
475.8    214508.3333333333    63382.99999999999
476.0    241351.3333333333    60543.33333333333
476.2    255246.0    67092.99999999999
476.4    235009.66666666666    65030.00000000001
476.6    222115.99999999997    64491.33333333333
476.8    228813.33333333334    63462.0
