frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    318318    93003
471.0    341359    102031
471.2    342451    106888
471.4    304798    92183
471.6    347129    104174
471.8    371794    111085
472.0    310247    74987
472.2    274206    81064
472.4    280717    69221
472.6    293089    71096
472.8    52391    11065
473.0    55865    11025
473.2    295719    92903
473.4    276160    79761
473.6    260680    77518
473.8    251446    82684
474.0    292193    82711
474.2    326722    93149
474.4    337302    103474
474.6    356064    102902
474.8    191882    57272
475.0    325428    90250
475.2    334566    104819
475.4    303545    75639
475.6    330403    87950
475.8    355279    105912
476.0    319544    81440
476.2    341532    95454
476.4    318538    87024
476.6    337118    82630
476.8    307955    71486
