frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    215231    53686
473.5    217836    54060
473.7    229913    73112
473.9    200434    58691
474.1    190192    55453
474.3    217363    57955
474.5    210245    62562
474.7    164192    47091
474.9    173832    38798
475.1    191503    44976
475.3    176081    48439
475.5    199993    57266
475.7    211068    59347
475.9    211687    55723
476.1    213461    57929
476.3    222648    59377
476.5    211815    58367
476.7    215672    58685
476.9    255042    80072
477.1    248545    86785
477.3    273907    82288
