frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    161128    52032
472.2    151812    43034
472.4    163153    53866
472.6    163798    42191
472.8    102969    25137
473.0    118109    29995
473.2    122665    33912
473.4    137688    38464
473.6    154167    40694
473.8    128246    41367
474.0    122798    29381
474.2    116156    30127
474.4    100365    26294
474.6    129075    34385
474.8    115788    33059
475.0    107039    25758
475.2    93578    22521
475.4    80542    18342
475.6    123063    31540
475.8    127028    35094
476.0    117752    31284
476.2    127781    29860
476.4    116037    28841
476.6    144331    38903
476.8    136032    35891
477.0    148765    39007
