frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    239374    75759
473.5    238498    63574
473.7    217663    66191
473.9    212020    59112
474.1    178144    46839
474.3    181090    47655
474.5    155887    39150
474.7    153555    37650
474.9    130123    30907
475.1    180431    48166
475.3    197173    53733
475.5    195391    45155
475.7    186360    55058
475.9    172668    47651
476.1    235404    70995
476.3    216639    60250
476.5    224967    64680
476.7    214686    62196
476.9    207808    60716
477.1    206015    60459
477.3    246936    67325
