frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    322063.0    86564.0
471.0    324958.33333333343    86913.0
471.2    318132.3333333333    90296.66666666666
471.4    338544.6666666667    85063.33333333333
471.6    311507.3333333334    83190.66666666667
471.8    335850.6666666666    91264.66666666667
472.0    303028.99999999994    86888.33333333333
472.2    309303.99999999994    84752.66666666666
472.4    309616.0    83401.99999999999
472.6    312357.6666666666    87037.66666666667
472.8    329138.6666666666    86446.99999999999
473.0    290305.6666666666    81098.33333333331
473.2    308309.0    74162.66666666667
473.4    301439.6666666667    79021.0
473.6    290080.6666666667    77763.66666666666
473.8    263117.0    65947.33333333333
474.0    273666.6666666666    67226.0
474.2    316001.6666666667    82852.66666666669
474.4    316370.0    90305.00000000001
474.6    368381.6666666667    98682.66666666664
474.8    340973.0    91256.66666666667
475.0    350949.66666666674    93092.66666666667
475.2    340508.6666666667    94084.66666666669
475.4    329079.3333333333    83185.33333333333
475.6    344789.6666666667    88381.0
475.8    341484.6666666666    90430.66666666664
476.0    337011.0    84616.66666666667
476.2    339189.99999999994    91555.66666666664
476.4    330179.6666666666    84569.0
476.6    326213.00000000006    82552.0
476.8    327304.6666666666    85425.66666666666
