frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    235501    58016
473.5    243446    72810
473.7    205815    56197
473.9    204563    58335
474.1    173684    43069
474.3    166367    42433
474.5    160796    40839
474.7    164773    43095
474.9    148657    34649
475.1    155216    45197
475.3    210518    53849
475.5    211263    60114
475.7    209582    58065
475.9    224165    56277
476.1    231240    60926
476.3    258570    72467
476.5    218145    67858
476.7    257785    74586
476.9    263725    84032
477.1    248907    75139
477.3    225414    65437
