frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    330485.0    83217.0
471.0    316699.6666666666    84927.66666666669
471.2    323626.6666666667    88470.0
471.4    317105.6666666667    86394.66666666667
471.6    337408.3333333334    91393.33333333333
471.8    333250.3333333334    89635.66666666666
472.0    313621.6666666667    84660.33333333333
472.2    324559.3333333333    90804.0
472.4    310066.3333333333    83184.0
472.6    288201.66666666674    80523.33333333334
472.8    286311.0    73314.0
473.0    273021.6666666666    69045.0
473.2    268613.99999999994    73696.33333333333
473.4    280633.3333333333    71790.33333333333
473.6    278103.00000000006    75412.33333333333
473.8    239162.6666666667    58731.333333333336
474.0    210115.0    54186.33333333333
474.2    291507.6666666666    75812.0
474.4    306579.3333333333    81294.66666666667
474.6    294975.00000000006    83873.33333333334
474.8    321276.6666666667    84951.0
475.0    318435.0    85286.33333333334
475.2    321448.00000000006    85270.33333333333
475.4    328205.3333333334    87936.33333333334
475.6    241078.66666666666    63244.333333333336
475.8    317384.6666666667    82909.33333333334
476.0    319784.3333333333    84390.66666666666
476.2    325658.3333333334    87974.66666666667
476.4    330632.33333333326    87081.33333333333
476.6    323375.00000000006    86320.00000000001
476.8    319261.0    86423.00000000001
