frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    339231.6666666667    91574.00000000001
471.0    336478.6666666666    87257.66666666667
471.2    324517.3333333334    86099.33333333333
471.4    347402.6666666666    93316.0
471.6    317590.0    83605.33333333334
471.8    304509.99999999994    80459.99999999999
472.0    315633.3333333333    82087.66666666667
472.2    317221.6666666667    91228.66666666666
472.4    308937.6666666667    89543.66666666667
472.6    323812.66666666674    93506.99999999997
472.8    304501.0    84628.66666666669
473.0    284442.3333333334    78974.66666666669
473.2    283895.00000000006    80192.33333333334
473.4    261912.6666666667    64245.33333333332
473.6    262601.6666666667    76270.00000000001
473.8    262010.6666666667    66296.0
474.0    222725.66666666663    56076.666666666664
474.2    280256.6666666667    79465.66666666667
474.4    305807.00000000006    80874.33333333334
474.6    308542.00000000006    80124.99999999999
474.8    334269.3333333333    93300.66666666666
475.0    304919.0    79951.33333333333
475.2    326408.3333333333    87153.66666666667
475.4    328439.3333333334    86986.66666666667
475.6    305063.6666666667    80785.00000000001
475.8    316174.3333333333    87282.33333333334
476.0    293834.3333333334    80159.33333333334
476.2    311513.6666666666    82545.33333333333
476.4    306517.6666666667    84146.66666666667
476.6    300512.33333333343    81594.00000000001
476.8    304429.3333333334    79413.0
