frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    199866.6666666667    70458.33333333334
471.0    196487.3333333333    68543.66666666667
471.2    179228.33333333334    59509.66666666667
471.4    180181.33333333334    59690.666666666664
471.6    186103.33333333334    60484.0
471.8    174548.0    59585.66666666667
472.0    168725.3333333333    54221.00000000001
472.2    168179.33333333334    56711.00000000001
472.4    164036.0    55901.333333333336
472.6    161402.0    50788.0
472.8    164026.0    50625.666666666664
473.0    155147.6666666667    53149.33333333333
473.2    153674.3333333333    53492.333333333336
473.4    149818.6666666667    48001.0
473.6    143418.0    44387.66666666667
473.8    123474.66666666667    39129.33333333333
474.0    112766.66666666666    36066.00000000001
474.2    108228.33333333334    33233.66666666667
474.4    165619.0    56233.999999999985
474.6    184278.6666666667    60705.66666666667
474.8    177140.33333333334    65694.33333333333
475.0    191813.0    66241.33333333334
475.2    195759.6666666667    70204.0
475.4    196814.66666666666    65832.33333333334
475.6    195033.0    67132.33333333333
475.8    171013.3333333333    55667.333333333336
476.0    191316.6666666667    63625.33333333333
476.2    190979.33333333334    66375.99999999999
476.4    196714.3333333333    67281.0
476.6    184967.6666666667    62658.66666666667
476.8    190907.3333333333    66735.00000000001
