frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    149934    43391
472.2    146663    39914
472.4    132935    41607
472.6    107039    27919
472.8    119932    35116
473.0    122827    36465
473.2    130022    35978
473.4    123925    31148
473.6    96231    23592
473.8    128420    33903
474.0    108209    25130
474.2    126017    33957
474.4    100852    24906
474.6    110045    30523
474.8    101845    24377
475.0    99962    22040
475.2    92220    23124
475.4    79807    18315
475.6    102305    26199
475.8    121774    33181
476.0    110271    30606
476.2    128978    31689
476.4    103583    26466
476.6    120801    29270
476.8    126471    36116
477.0    124818    29062
