frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    207699.00000000003    58670.333333333336
471.0    195283.6666666667    51020.333333333336
471.2    203973.99999999997    62168.33333333333
471.4    209794.3333333333    61227.0
471.6    216126.33333333337    57463.66666666667
471.8    207881.00000000003    55029.33333333334
472.0    197798.66666666666    54054.666666666664
472.2    214422.99999999997    62150.99999999999
472.4    200719.0    54355.0
472.6    188647.6666666667    47474.0
472.8    207338.6666666667    53691.00000000001
473.0    179113.6666666667    45889.66666666667
473.2    177867.66666666663    45639.666666666664
473.4    189001.66666666663    50734.33333333333
473.6    186591.0    46577.666666666664
473.8    168027.66666666666    42558.33333333333
474.0    151614.33333333337    36261.66666666667
474.2    221139.33333333334    60858.66666666666
474.4    231009.0    64898.66666666667
474.6    217110.0    61004.333333333336
474.8    209580.99999999997    57575.33333333333
475.0    221397.33333333334    66692.33333333333
475.2    222170.66666666666    62481.66666666667
475.4    209953.0    59087.33333333333
475.6    242043.66666666666    64327.99999999999
475.8    232830.99999999997    61419.333333333336
476.0    228640.66666666666    67900.0
476.2    239941.33333333334    66425.66666666667
476.4    230113.33333333334    61152.0
476.6    240897.66666666666    65027.0
476.8    232795.33333333334    64626.33333333333
