frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    540640    112089
471.0    490538    111673
471.2    550907    100421
471.4    568314    102184
471.6    520436    101700
471.8    510530    110612
472.0    542334    104365
472.2    512397    108946
472.4    484240    84219
472.6    533490    101267
472.8    517541    105160
473.0    490888    102184
473.2    428200    73967
473.4    398871    83138
473.6    511741    94446
473.8    389011    79924
474.0    482535    106539
474.2    516233    111651
474.4    490058    107535
474.6    518780    113997
474.8    495499    101157
475.0    531479    100112
475.2    496421    85375
475.4    495059    95716
475.6    462346    78602
475.8    504641    97999
476.0    521616    96229
476.2    479200    98056
476.4    489426    86276
476.6    453883    84433
476.8    472093    84960
