frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    419871    93797
471.0    439471    97994
471.2    411126    88598
471.4    400695    97405
471.6    441964    97471
471.8    418585    101731
472.0    416625    94454
472.2    377128    83011
472.4    366399    103485
472.6    346608    86069
472.8    331175    76850
473.0    339150    77016
473.2    333809    77855
473.4    308712    68622
473.6    321142    74577
473.8    334975    82177
474.0    382307    91409
474.2    340580    71254
474.4    396629    98316
474.6    368394    91181
474.8    394316    96846
475.0    390536    95080
475.2    435746    106947
475.4    393005    86235
475.6    408898    93800
475.8    380223    106016
476.0    396222    99450
476.2    400839    94991
476.4    371069    93738
476.6    363261    79571
476.8    397909    87272
