frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    245423.66666666666    66638.0
471.0    232679.66666666663    59055.333333333336
471.2    216681.33333333334    58765.333333333336
471.4    221186.0    62666.33333333333
471.6    210458.3333333333    60140.333333333336
471.8    172437.3333333333    46550.33333333333
472.0    207984.0    54466.666666666664
472.2    204419.3333333333    53887.33333333333
472.4    201557.0    53912.333333333336
472.6    207903.33333333334    54883.333333333336
472.8    205788.66666666666    55639.33333333333
473.0    200866.6666666667    54527.333333333336
473.2    198265.99999999997    52289.666666666664
473.4    197380.00000000003    55038.0
473.6    198203.33333333334    53061.333333333336
473.8    192575.66666666666    47939.0
474.0    173485.33333333334    43402.99999999999
474.2    148653.33333333337    36816.33333333333
474.4    237710.99999999997    61841.333333333336
474.6    239883.00000000003    69220.99999999999
474.8    249983.0    67084.0
475.0    260867.66666666666    74434.00000000001
475.2    260824.33333333334    66869.33333333334
475.4    258921.6666666667    71584.0
475.6    218981.3333333333    60969.0
475.8    243962.3333333333    69341.33333333334
476.0    227701.99999999997    64989.333333333336
476.2    236220.66666666666    67319.0
476.4    253258.66666666672    65043.333333333336
476.6    242635.0    68049.33333333334
476.8    232617.66666666666    66396.0
