frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    234195    76464
473.5    238809    63868
473.7    222870    66469
473.9    202795    54030
474.1    206526    60251
474.3    166367    50712
474.5    192354    48087
474.7    145748    44029
474.9    187812    39957
475.1    121283    26599
475.3    187248    50135
475.5    208644    61792
475.7    190506    55695
475.9    225959    65478
476.1    218305    71604
476.3    221787    59172
476.5    226150    69394
476.7    258658    70002
476.9    252714    71702
477.1    229186    64846
477.3    247906    73551
