frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    144282    35579
472.2    114221    32753
472.4    137107    39851
472.6    113790    27145
472.8    127508    32611
473.0    112372    30976
473.2    108235    31501
473.4    113712    29563
473.6    119670    30685
473.8    114857    30989
474.0    100467    25136
474.2    111229    34231
474.4    109679    28163
474.6    114207    31826
474.8    109961    24827
475.0    104285    24726
475.2    80251    18599
475.4    85523    17701
475.6    107932    30129
475.8    111718    27057
476.0    111300    28854
476.2    99904    23684
476.4    105292    25946
476.6    104142    28250
476.8    105761    27566
477.0    117249    28906
