frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    127823    37568
472.2    123992    33259
472.4    119369    27724
472.6    115161    31371
472.8    99487    27511
473.0    107148    29678
473.2    97562    23213
473.4    109009    25042
473.6    93516    25334
473.8    106364    24469
474.0    99245    25133
474.2    108035    28995
474.4    117263    32238
474.6    103148    30624
474.8    106134    26427
475.0    97146    24995
475.2    94377    24724
475.4    88128    20461
475.6    92468    22089
475.8    101825    34136
476.0    109949    30999
476.2    106418    26697
476.4    95215    24943
476.6    117327    36374
476.8    113795    26632
477.0    95176    22834
