frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    253564    80424
473.5    215604    57289
473.7    213881    61625
473.9    185195    47732
474.1    197619    55621
474.3    172035    45951
474.5    167034    51668
474.7    164568    42265
474.9    128808    35011
475.1    140687    36028
475.3    125189    31498
475.5    210170    55632
475.7    209099    55706
475.9    244003    65540
476.1    198638    48640
476.3    223320    59185
476.5    207070    55500
476.7    229552    68594
476.9    252232    72607
477.1    245853    70264
477.3    278997    74573
