event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_08_22_11_14_23    4    4    False    0    [[1, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [30, 4, 15], [60, 4, 15], [30, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [60, 4, 15], [1, 4, 15]]    1    none
2    2023_08_22_11_32_44    2    2    False    0    [[5, 2, 15]]    0    2_dark
3    2023_08_22_11_44_42    7    6    False    0    [[30, 7, 15], [1, 7, 15], [10, 7, 15], [10, 7, 15], [5, 7, 15], [1, 7, 15], [1, 7, 15], [30, 7, 15], [60, 7, 15], [5, 7, 15], [5, 6, 15]]    0    2_dark
4    2023_08_22_12_30_32    4    5    True    0    [[5, 4, 15], [10, 4, 15], [10, 4, 15], [60, 4, 15], [60, 4, 15], [1, 4, 15], [30, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [30, 5, 0]]    1    none
5    2023_08_22_12_43_26    4    4    False    0    [[1, 4, 15], [10, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [60, 4, 15], [30, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [60, 4, 15], [30, 4, 15]]    1    none
6    2023_08_22_13_07_00    3    2    False    0    [[60, 3, 15], [10, 3, 15], [1, 3, 15], [5, 3, 15], [5, 3, 15], [10, 3, 15], [60, 3, 15], [1, 3, 15], [1, 3, 15], [30, 3, 15], [1, 3, 15], [5, 3, 15], [10, 3, 15], [5, 2, 15]]    0    2_dark
7    2023_08_22_13_24_28    3    4    True    0    [[60, 3, 15], [30, 4, 0]]    1    none
8    2023_08_22_13_31_50    3    3    False    0    [[10, 3, 15], [60, 3, 15], [1, 3, 15], [30, 3, 15], [5, 3, 15], [60, 3, 15], [30, 3, 15], [1, 3, 15], [5, 3, 15], [1, 3, 15], [5, 3, 15], [5, 3, 15], [10, 3, 15], [10, 3, 15], [1, 3, 15]]    1    none
9    2023_08_22_13_59_39    4    4    False    0    [[60, 4, 15], [1, 4, 15], [10, 4, 15], [10, 4, 15], [60, 4, 15], [10, 4, 15], [1, 4, 15], [30, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [30, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15]]    1    none
10    2023_08_22_14_19_32    4    5    True    0    [[5, 4, 15], [10, 5, 0]]    1    none
11    2023_08_22_14_49_46    3    3    False    0    [[5, 3, 15], [1, 3, 15], [5, 3, 15], [10, 3, 15], [1, 3, 15], [60, 3, 15], [1, 3, 15], [5, 3, 15], [30, 3, 15], [10, 3, 15], [10, 3, 15], [60, 3, 15], [1, 3, 15], [5, 3, 15], [30, 3, 15]]    1    none
12    2023_08_22_16_09_51    5    4    False    0    [[10, 5, 15], [10, 5, 15], [10, 4, 15]]    0    2_dark
13    2023_08_22_16_39_53    5    6    True    0    [[30, 5, 15], [10, 5, 15], [60, 5, 15], [1, 5, 15], [10, 5, 15], [5, 5, 15], [5, 5, 15], [1, 5, 15], [60, 6, 0]]    1    none
14    2023_08_22_17_17_57    4    4    False    0    [[1, 4, 15], [60, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [30, 4, 15], [60, 4, 15], [1, 4, 15], [30, 4, 15], [10, 4, 15]]    1    none
15    2023_08_22_17_27_19    8    8    False    0    [[1, 8, 15], [30, 8, 15], [5, 8, 15], [1, 8, 15], [60, 8, 15], [1, 8, 15], [5, 8, 15], [1, 8, 15], [10, 8, 15], [5, 8, 15], [5, 8, 15], [10, 8, 15], [10, 8, 15], [60, 8, 15], [30, 8, 15]]    1    none
16    2023_08_22_17_41_32    4    4    False    0    [[30, 4, 15], [60, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [30, 4, 15], [10, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [60, 4, 15]]    1    none
17    2023_08_22_17_55_51    4    4    False    0    [[60, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [10, 4, 15], [1, 4, 15], [60, 4, 15], [1, 4, 15], [30, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [30, 4, 15]]    1    none
