event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1692177080.218478,10,1,12000,520,5,0.0,1,none
2,1692179794.7805812,10,0,12000,520,5,1.0,1,none
2,1692179794.7805812,5,0,12000,520,5,1.0,0,2_dark
3,1692180384.0247858,5,0,12000,520,5,1.0,1,none
3,1692180384.0247858,10,0,12000,520,5,1.0,1,none
3,1692180384.0247858,30,0,12000,520,5,1.0,1,none
3,1692180384.0247858,10,0,12000,520,5,1.0,1,none
3,1692180384.0247858,1,0,12000,520,5,1.0,1,none
3,1692180384.0247858,60,1,12000,520,5,0.0,1,none
4,1692180939.30854,60,0,12000,520,5,1.0,1,none
4,1692180939.30854,5,0,12000,520,5,1.0,1,none
4,1692180939.30854,1,0,12000,520,5,1.0,1,none
4,1692180939.30854,60,0,12000,520,5,1.0,0,2_dark
5,1692182041.7671978,1,0,12000,520,5,1.0,1,none
5,1692182041.7671978,1,0,12000,520,5,1.0,1,none
5,1692182041.7671978,1,0,12000,520,5,1.0,1,none
5,1692182041.7671978,60,0,12000,520,5,1.0,1,none
5,1692182041.7671978,5,0,12000,520,5,1.0,1,none
5,1692182041.7671978,10,0,12000,520,5,1.0,1,none
5,1692182041.7671978,60,0,12000,520,5,1.0,1,none
5,1692182041.7671978,5,0,12000,520,5,1.0,1,none
5,1692182041.7671978,10,0,12000,520,5,1.0,1,none
5,1692182041.7671978,5,0,12000,520,5,1.0,1,none
5,1692182041.7671978,10,0,12000,520,5,1.0,1,none
5,1692182041.7671978,30,0,12000,520,5,1.0,1,none
5,1692182041.7671978,30,0,12000,520,5,1.0,1,none
5,1692182041.7671978,1,0,12000,520,5,1.0,1,none
5,1692182041.7671978,5,0,12000,520,5,1.0,1,none
6,1692183875.691411,10,0,12000,520,5,1.0,1,none
6,1692183875.691411,10,0,12000,520,5,1.0,1,none
6,1692183875.691411,5,0,12000,520,5,1.0,1,none
6,1692183875.691411,5,0,12000,520,5,1.0,1,none
6,1692183875.691411,1,0,12000,520,5,1.0,1,none
6,1692183875.691411,1,0,12000,520,5,1.0,1,none
6,1692183875.691411,60,1,12000,520,5,0.0,1,none
7,1692184693.531464,30,0,12000,520,5,1.0,1,none
7,1692184693.531464,5,0,12000,520,5,1.0,1,none
7,1692184693.531464,30,0,12000,520,5,1.0,1,none
7,1692184693.531464,10,0,12000,520,5,1.0,1,none
8,1692186731.4287198,60,1,12000,520,5,0.0,1,none
9,1692188366.6254761,10,0,12000,520,5,1.0,1,none
9,1692188366.6254761,5,0,12000,520,5,1.0,0,2_dark
10,1692189447.622485,1,0,12000,520,5,1.0,1,none
10,1692189447.622485,5,0,12000,520,5,1.0,1,none
10,1692189447.622485,10,0,12000,520,5,1.0,1,none
10,1692189447.622485,60,1,12000,520,5,0.0,1,none
11,1692190062.6401398,30,0,12000,520,5,1.0,1,none
11,1692190062.6401398,1,0,12000,520,5,1.0,1,none
11,1692190062.6401398,10,0,12000,520,5,1.0,1,none
11,1692190062.6401398,10,0,12000,520,5,1.0,1,none
11,1692190062.6401398,10,0,12000,520,5,1.0,1,none
11,1692190062.6401398,60,0,12000,520,5,1.0,1,none
11,1692190062.6401398,1,0,12000,520,5,1.0,1,none
11,1692190062.6401398,5,0,12000,520,5,1.0,1,none
11,1692190062.6401398,1,0,12000,520,5,1.0,1,none
11,1692190062.6401398,1,0,12000,520,5,1.0,1,none
11,1692190062.6401398,5,0,12000,520,5,1.0,1,none
11,1692190062.6401398,30,1,12000,520,5,0.0,1,none
12,1692190732.4746542,10,0,12000,520,5,1.0,1,none
12,1692190732.4746542,10,0,12000,520,5,1.0,1,none
12,1692190732.4746542,5,0,12000,520,5,1.0,1,none
12,1692190732.4746542,30,0,12000,520,5,1.0,1,none
12,1692190732.4746542,60,1,12000,520,5,0.0,1,none
13,1692191258.9304636,30,1,12000,520,5,0.0,1,none
14,1692191343.0030346,5,0,12000,520,5,1.0,1,none
14,1692191343.0030346,1,0,12000,520,5,1.0,1,none
14,1692191343.0030346,5,0,12000,520,5,1.0,1,none
14,1692191343.0030346,10,0,12000,520,5,1.0,1,none
14,1692191343.0030346,1,0,12000,520,5,1.0,1,none
14,1692191343.0030346,1,0,12000,520,5,1.0,1,none
14,1692191343.0030346,60,0,12000,520,5,1.0,1,none
14,1692191343.0030346,10,0,12000,520,5,1.0,1,none
14,1692191343.0030346,10,0,12000,520,5,1.0,1,none
14,1692191343.0030346,5,0,12000,520,5,1.0,1,none
14,1692191343.0030346,60,0,12000,520,5,1.0,1,none
