event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_08_14_11_47_39    7    8    True    0    [[10, 7, 15], [60, 7, 15], [5, 7, 15], [1, 7, 15], [1, 7, 15], [30, 8, 0]]    1    none
2    2023_08_14_12_01_53    7    6    False    0    [[30, 7, 15], [30, 7, 15], [10, 7, 15], [10, 7, 15], [1, 7, 15], [60, 7, 15], [5, 7, 15], [1, 7, 15], [1, 7, 15], [5, 7, 15], [5, 7, 15], [1, 7, 15], [5, 7, 15], [10, 7, 15], [60, 6, 15]]    0    2_dark
3    2023_08_14_12_15_44    4    5    True    0    [[5, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [30, 4, 15], [5, 4, 15], [10, 4, 15], [60, 5, 0]]    1    none
4    2023_08_14_12_27_33    6    7    True    0    [[30, 7, 0]]    1    none
5    2023_08_14_12_38_07    6    7    True    0    [[5, 6, 15], [5, 6, 15], [10, 6, 15], [30, 7, 0]]    1    none
6    2023_08_14_12_54_11    4    5    True    0    [[10, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [30, 5, 0]]    1    none
7    2023_08_14_13_21_56    3    4    True    0    [[5, 3, 15], [10, 3, 15], [60, 3, 15], [5, 3, 15], [1, 3, 15], [30, 4, 0]]    1    none
8    2023_08_14_13_30_43    3    4    True    0    [[60, 4, 0]]    1    none
9    2023_08_14_13_37_31    3    4    True    0    [[1, 3, 15], [5, 3, 15], [10, 4, 0]]    1    none
10    2023_08_14_13_44_01    3    4    True    0    [[10, 4, 0]]    1    none
11    2023_08_14_13_55_03    3    4    True    0    [[10, 3, 15], [60, 4, 0]]    1    none
12    2023_08_14_14_25_13    3    4    True    0    [[30, 3, 15], [10, 3, 15], [60, 4, 0]]    1    none
13    2023_08_14_14_32_16    3    4    True    0    [[1, 3, 15], [30, 4, 0]]    1    none
14    2023_08_14_14_38_40    3    4    True    0    [[5, 3, 15], [5, 3, 15], [5, 3, 15], [5, 3, 15], [10, 4, 0]]    1    none
15    2023_08_14_14_56_11    3    4    True    0    [[30, 3, 15], [1, 3, 15], [1, 3, 15], [1, 3, 15], [60, 3, 15], [5, 3, 15], [5, 3, 15], [10, 4, 0]]    1    none
16    2023_08_14_15_10_41    3    4    True    0    [[5, 3, 15], [30, 4, 0]]    1    none
17    2023_08_14_15_34_53    3    4    True    0    [[5, 3, 15], [30, 4, 0]]    1    none
18    2023_08_14_16_03_49    3    4    True    0    [[1, 3, 15], [10, 3, 15], [30, 3, 15], [1, 3, 15], [5, 3, 15], [30, 4, 0]]    1    none
19    2023_08_14_16_12_18    3    4    True    0    [[30, 3, 15], [5, 3, 15], [10, 4, 0]]    1    none
20    2023_08_14_16_34_41    3    4    True    0    [[1, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
21    2023_08_14_16_43_06    3    4    True    0    [[5, 3, 15], [10, 3, 15], [1, 3, 15], [10, 3, 15], [1, 3, 15], [5, 3, 15], [30, 3, 15], [1, 3, 15], [10, 3, 15], [1, 3, 15], [5, 3, 15], [30, 3, 15], [60, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
22    2023_08_14_16_56_00    3    4    True    0    [[5, 3, 15], [1, 3, 15], [60, 4, 0]]    1    none
23    2023_08_14_17_08_28    3    4    True    0    [[1, 3, 15], [10, 4, 0]]    1    none
24    2023_08_14_17_15_23    3    4    True    0    [[1, 3, 15], [1, 3, 15], [5, 3, 15], [10, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
