event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1691743847.9775398,60,1,12000,500,5,0.0,1,none
2,1691744250.7222986,5,1,12000,500,5,0.0,1,none
3,1691744522.5102646,10,0,12000,500,5,1.0,1,none
3,1691744522.5102646,5,0,12000,500,5,1.0,1,none
3,1691744522.5102646,1,0,12000,500,5,1.0,1,none
3,1691744522.5102646,60,1,12000,500,5,0.0,1,none
4,1691746434.4624817,30,0,12000,500,5,1.0,1,none
4,1691746434.4624817,1,0,12000,500,5,1.0,1,none
4,1691746434.4624817,10,0,12000,500,5,1.0,1,none
4,1691746434.4624817,30,0,12000,500,5,1.0,1,none
4,1691746434.4624817,60,1,12000,500,5,0.0,1,none
5,1691746964.6395204,30,0,12000,500,5,1.0,1,none
5,1691746964.6395204,1,0,12000,500,5,1.0,0,2_dark
6,1691747506.0353198,1,0,12000,500,5,1.0,1,none
6,1691747506.0353198,5,0,12000,500,5,1.0,1,none
6,1691747506.0353198,1,0,12000,500,5,1.0,1,none
6,1691747506.0353198,5,0,12000,500,5,1.0,1,none
6,1691747506.0353198,5,0,12000,500,5,1.0,1,none
6,1691747506.0353198,1,0,12000,500,5,1.0,1,none
6,1691747506.0353198,60,0,12000,500,5,1.0,1,none
6,1691747506.0353198,5,0,12000,500,5,1.0,1,none
6,1691747506.0353198,30,0,12000,500,5,1.0,1,none
6,1691747506.0353198,1,0,12000,500,5,1.0,1,none
6,1691747506.0353198,10,1,12000,500,5,0.0,1,none
7,1691749392.674803,30,0,12000,500,5,1.0,1,none
7,1691749392.674803,1,0,12000,500,5,1.0,1,none
7,1691749392.674803,10,0,12000,500,5,1.0,1,none
7,1691749392.674803,1,0,12000,500,5,1.0,1,none
7,1691749392.674803,60,0,12000,500,5,1.0,1,none
7,1691749392.674803,5,0,12000,500,5,1.0,1,none
7,1691749392.674803,60,0,12000,500,5,1.0,1,none
7,1691749392.674803,1,0,12000,500,5,1.0,1,none
7,1691749392.674803,5,0,12000,500,5,1.0,1,none
7,1691749392.674803,5,1,12000,500,5,0.0,1,none
8,1691749754.1888282,30,0,12000,500,5,1.0,1,none
8,1691749754.1888282,1,0,12000,500,5,1.0,1,none
8,1691749754.1888282,30,0,12000,500,5,1.0,1,none
8,1691749754.1888282,10,0,12000,500,5,1.0,1,none
8,1691749754.1888282,10,0,12000,500,5,1.0,1,none
8,1691749754.1888282,1,0,12000,500,5,1.0,1,none
8,1691749754.1888282,1,0,12000,500,5,1.0,1,none
8,1691749754.1888282,60,1,12000,500,5,0.0,1,none
9,1691751682.6782794,5,0,12000,500,5,1.0,1,none
9,1691751682.6782794,30,0,12000,500,5,1.0,1,none
