event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1692006459.3959227,10,0,12000,510,5,1.0,1,none
1,1692006459.3959227,60,0,12000,510,5,1.0,0,2_dark
1,1692006459.3959227,5,0,12000,510,5,1.0,1,none
1,1692006459.3959227,1,0,12000,510,5,1.0,1,none
1,1692006459.3959227,1,0,12000,510,5,1.0,1,none
1,1692006459.3959227,30,1,12000,510,5,0.0,1,none
2,1692007313.994694,30,0,12000,510,5,1.0,1,none
2,1692007313.994694,30,0,12000,510,5,1.0,1,none
2,1692007313.994694,10,0,12000,510,5,1.0,1,none
2,1692007313.994694,10,0,12000,510,5,1.0,1,none
2,1692007313.994694,1,0,12000,510,5,1.0,1,none
2,1692007313.994694,60,0,12000,510,5,1.0,1,none
2,1692007313.994694,5,0,12000,510,5,1.0,1,none
2,1692007313.994694,1,0,12000,510,5,1.0,1,none
2,1692007313.994694,1,0,12000,510,5,1.0,1,none
2,1692007313.994694,5,0,12000,510,5,1.0,1,none
2,1692007313.994694,5,0,12000,510,5,1.0,1,none
2,1692007313.994694,1,0,12000,510,5,1.0,1,none
2,1692007313.994694,5,0,12000,510,5,1.0,1,none
2,1692007313.994694,10,0,12000,510,5,1.0,1,none
2,1692007313.994694,60,0,12000,510,5,1.0,0,2_dark
3,1692008144.0326045,5,0,12000,510,5,1.0,1,none
3,1692008144.0326045,5,0,12000,510,5,1.0,1,none
3,1692008144.0326045,5,0,12000,510,5,1.0,1,none
3,1692008144.0326045,1,0,12000,510,5,1.0,1,none
3,1692008144.0326045,30,0,12000,510,5,1.0,1,none
3,1692008144.0326045,5,0,12000,510,5,1.0,1,none
3,1692008144.0326045,10,0,12000,510,5,1.0,1,none
3,1692008144.0326045,60,1,12000,510,5,0.0,1,none
4,1692008853.5368536,30,1,12000,510,5,0.0,1,none
5,1692009487.4402637,5,0,12000,510,5,1.0,1,none
5,1692009487.4402637,5,0,12000,510,5,1.0,1,none
5,1692009487.4402637,10,0,12000,510,5,1.0,1,none
5,1692009487.4402637,30,1,12000,510,5,0.0,1,none
6,1692010451.1420054,10,0,12000,510,5,1.0,1,none
6,1692010451.1420054,1,0,12000,510,5,1.0,1,none
6,1692010451.1420054,1,0,12000,510,5,1.0,1,none
6,1692010451.1420054,5,0,12000,510,5,1.0,1,none
6,1692010451.1420054,5,0,12000,510,5,1.0,1,none
6,1692010451.1420054,30,1,12000,510,5,0.0,1,none
7,1692012116.634045,5,0,12000,510,5,1.0,1,none
7,1692012116.634045,10,0,12000,510,5,1.0,1,none
7,1692012116.634045,60,0,12000,510,5,1.0,1,none
7,1692012116.634045,5,0,12000,510,5,1.0,1,none
7,1692012116.634045,1,0,12000,510,5,1.0,1,none
7,1692012116.634045,30,1,12000,510,5,0.0,1,none
8,1692012643.35243,60,1,12000,510,5,0.0,1,none
9,1692013051.5101464,1,0,12000,510,5,1.0,1,none
9,1692013051.5101464,5,0,12000,510,5,1.0,1,none
9,1692013051.5101464,10,1,12000,510,5,0.0,1,none
10,1692013441.087313,10,1,12000,510,5,0.0,1,none
11,1692014103.4324665,10,0,12000,510,5,1.0,1,none
11,1692014103.4324665,60,1,12000,510,5,0.0,1,none
12,1692015913.422016,30,0,12000,510,5,1.0,1,none
12,1692015913.422016,10,0,12000,510,5,1.0,1,none
12,1692015913.422016,60,1,12000,510,5,0.0,1,none
13,1692016336.5831046,1,0,12000,510,5,1.0,1,none
13,1692016336.5831046,30,1,12000,510,5,0.0,1,none
14,1692016720.2259674,5,0,12000,510,5,1.0,1,none
14,1692016720.2259674,5,0,12000,510,5,1.0,1,none
