event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_08_18_11_25_44    4    4    False    0    [[1, 4, 15], [1, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [30, 4, 15], [10, 4, 15], [1, 4, 15], [30, 4, 15], [5, 4, 15], [60, 4, 15], [5, 4, 15], [60, 4, 15], [10, 4, 15], [5, 4, 15]]    1    none
2    2023_08_18_11_52_55    6    5    False    0    [[30, 5, 15]]    0    2_dark
3    2023_08_18_12_01_14    4    5    True    0    [[10, 4, 15], [10, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [60, 5, 0]]    1    none
4    2023_08_18_12_29_42    4    5    True    0    [[1, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [30, 4, 15], [60, 4, 15], [1, 4, 15], [5, 4, 15], [60, 5, 0]]    1    none
5    2023_08_18_12_46_48    3    3    False    0    [[5, 3, 15]]    0    2_dark
6    2023_08_18_12_52_44    3    4    True    0    [[30, 3, 15], [30, 4, 0]]    1    none
7    2023_08_18_13_24_30    4    5    True    0    [[5, 4, 15], [1, 4, 15], [30, 4, 15], [10, 4, 15], [1, 4, 15], [5, 4, 15], [60, 5, 0]]    1    none
8    2023_08_18_13_40_31    5    4    False    0    [[1, 5, 15], [5, 5, 15], [1, 5, 15], [5, 4, 15]]    0    2_dark
9    2023_08_18_13_59_29    3    4    True    0    [[5, 3, 15], [10, 3, 15], [5, 3, 15], [1, 3, 15], [5, 3, 15], [60, 3, 15], [30, 4, 0]]    1    none
10    2023_08_18_14_13_59    3    3    False    0    [[1, 3, 15], [10, 3, 15], [60, 3, 15], [5, 3, 15], [5, 3, 15], [60, 3, 15], [5, 3, 15], [10, 3, 15], [30, 3, 15], [1, 3, 15], [1, 3, 15], [1, 3, 15], [30, 3, 15], [5, 3, 15], [10, 3, 15]]    1    none
11    2023_08_18_14_28_26    6    7    True    0    [[10, 6, 15], [5, 6, 15], [60, 6, 15], [5, 6, 15], [10, 6, 15], [1, 6, 15], [30, 7, 0]]    1    none
12    2023_08_18_14_45_16    6    7    True    0    [[1, 6, 15], [5, 6, 15], [5, 6, 15], [60, 7, 0]]    1    none
13    2023_08_18_14_52_54    5    5    False    0    [[1, 5, 15]]    1    none
14    2023_08_18_15_01_31    7    6    False    0    [[30, 7, 15], [5, 7, 15], [1, 7, 15], [10, 7, 15], [1, 7, 15], [5, 7, 15], [60, 7, 15], [5, 7, 15], [30, 7, 15], [10, 7, 15], [5, 7, 15], [1, 7, 15], [10, 7, 15], [1, 7, 15], [60, 6, 15]]    0    2_dark
15    2023_08_18_15_13_17    4    5    True    0    [[30, 5, 0]]    1    none
16    2023_08_18_15_19_54    4    5    True    0    [[30, 4, 15], [1, 4, 15], [5, 5, 0]]    1    none
17    2023_08_18_15_24_02    4    5    True    0    [[10, 4, 15], [5, 4, 15], [60, 5, 0]]    1    none
18    2023_08_18_15_31_25    4    5    True    0    [[30, 4, 15], [1, 4, 15], [10, 4, 15], [30, 4, 15], [60, 5, 0]]    1    none
19    2023_08_18_16_04_27    5    6    True    0    [[10, 5, 15], [30, 5, 15], [10, 5, 15], [5, 5, 15], [5, 5, 15], [1, 5, 15], [1, 5, 15], [60, 5, 15], [5, 5, 15], [60, 6, 0]]    1    none
20    2023_08_18_16_10_51    5    6    True    0    [[60, 5, 15], [1, 5, 15], [60, 6, 0]]    1    none
21    2023_08_18_16_16_16    5    4    False    0    [[5, 5, 15], [1, 5, 15], [60, 5, 15], [5, 5, 15], [10, 5, 15], [5, 5, 15], [1, 5, 15], [1, 5, 15], [10, 5, 15], [60, 5, 15], [30, 5, 15], [1, 5, 15], [30, 4, 15]]    1    none
22    2023_08_18_16_39_18    4    5    True    0    [[5, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [10, 4, 15], [30, 4, 15], [1, 4, 15], [10, 4, 15], [60, 5, 0]]    1    none
23    2023_08_18_16_45_10    4    5    True    0    [[5, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [30, 4, 15], [60, 5, 0]]    1    none
24    2023_08_18_16_54_10    4    5    True    0    [[60, 4, 15], [5, 4, 15], [10, 4, 15], [10, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
25    2023_08_18_17_04_38    4    5    True    0    [[60, 5, 0]]    1    none
26    2023_08_18_17_16_34    4    4    False    0    [[1, 4, 15], [30, 4, 15], [5, 4, 15], [5, 4, 15], [30, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [60, 4, 15], [10, 4, 15], [5, 4, 15], [60, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15]]    1    none
27    2023_08_18_17_41_58    3    4    True    0    [[5, 3, 15], [5, 3, 15], [30, 3, 15], [60, 3, 15], [1, 3, 15], [1, 3, 15], [10, 3, 15], [60, 3, 15], [10, 3, 15], [10, 3, 15], [30, 3, 15], [5, 4, 0]]    1    none
