event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_08_11_10_50_47    3    4    True    0    [[60, 4, 0]]    1    none
2    2023_08_11_10_57_30    3    4    True    0    [[5, 4, 0]]    1    none
3    2023_08_11_11_02_02    3    4    True    0    [[10, 3, 15], [5, 3, 15], [1, 3, 15], [60, 4, 0]]    1    none
4    2023_08_11_11_33_54    4    5    True    0    [[30, 4, 15], [1, 4, 15], [10, 4, 15], [30, 4, 15], [60, 5, 0]]    1    none
5    2023_08_11_11_42_44    4    3    False    0    [[30, 4, 15], [1, 3, 15]]    0    2_dark
6    2023_08_11_11_51_46    4    5    True    0    [[1, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [60, 4, 15], [5, 4, 15], [30, 4, 15], [1, 4, 15], [10, 5, 0]]    1    none
7    2023_08_11_12_23_12    4    5    True    0    [[30, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [60, 4, 15], [5, 4, 15], [60, 4, 15], [1, 4, 15], [5, 4, 15], [5, 5, 0]]    1    none
8    2023_08_11_12_29_14    4    5    True    0    [[30, 4, 15], [1, 4, 15], [30, 4, 15], [10, 4, 15], [10, 4, 15], [1, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
9    2023_08_11_13_01_22    4    4    False    0    [[5, 4, 15], [30, 4, 15], [60, 4, 15], [10, 4, 15], [1, 4, 15], [1, 4, 15], [30, 4, 15], [60, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [5, 4, 15], [10, 4, 15], [10, 4, 15]]    1    none
10    2023_08_11_13_18_43    5    6    True    0    [[10, 5, 15], [30, 5, 15], [30, 6, 0]]    1    none
11    2023_08_11_13_25_19    5    6    True    0    [[1, 5, 15], [1, 5, 15], [1, 5, 15], [30, 5, 15], [5, 5, 15], [10, 5, 15], [10, 5, 15], [60, 5, 15], [30, 6, 0]]    1    none
12    2023_08_11_13_35_26    5    6    True    0    [[30, 5, 15], [60, 6, 0]]    1    none
13    2023_08_11_13_44_50    5    6    True    0    [[10, 5, 15], [5, 5, 15], [5, 5, 15], [1, 5, 15], [10, 5, 15], [10, 5, 15], [60, 5, 15], [30, 6, 0]]    1    none
14    2023_08_11_13_54_49    5    6    True    0    [[1, 5, 15], [30, 5, 15], [30, 5, 15], [1, 5, 15], [10, 5, 15], [5, 5, 15], [1, 5, 15], [5, 5, 15], [1, 5, 15], [10, 5, 15], [60, 5, 15], [60, 6, 0]]    1    none
15    2023_08_11_14_24_40    4    5    True    0    [[10, 5, 0]]    1    none
16    2023_08_11_14_30_44    4    5    True    0    [[5, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [30, 4, 15], [1, 4, 15], [30, 5, 0]]    1    none
17    2023_08_11_14_50_09    4    5    True    0    [[10, 5, 0]]    1    none
18    2023_08_11_14_56_49    4    5    True    0    [[1, 4, 15], [60, 5, 0]]    1    none
19    2023_08_11_15_22_07    4    3    False    0    [[1, 4, 15], [1, 4, 15], [30, 4, 15], [60, 4, 15], [5, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [60, 3, 15]]    0    2_dark
20    2023_08_11_15_37_11    8    0    False    0    [[10, 0, 0]]    1    empty
21    2023_08_11_15_44_29    7    8    True    0    [[30, 7, 15], [60, 8, 0]]    1    none
22    2023_08_11_15_53_14    8    0    False    0    [[60, 0, 0]]    1    empty
23    2023_08_11_15_56_14    5    6    True    0    [[1, 5, 15], [60, 6, 0]]    1    none
24    2023_08_11_16_08_30    5    6    True    0    [[60, 5, 15], [1, 5, 15], [10, 5, 15], [10, 5, 15], [1, 5, 15], [1, 5, 15], [5, 5, 15], [30, 5, 15], [5, 5, 15], [5, 5, 15], [5, 5, 15], [60, 6, 0]]    1    none
25    2023_08_11_16_20_02    5    6    True    0    [[10, 5, 15], [5, 5, 15], [10, 5, 15], [5, 5, 15], [5, 5, 15], [1, 5, 15], [30, 6, 0]]    1    none
26    2023_08_11_16_39_00    5    6    True    0    [[5, 5, 15], [10, 5, 15], [5, 5, 15], [5, 5, 15], [10, 5, 15], [1, 5, 15], [1, 5, 15], [30, 5, 15], [10, 5, 15], [60, 6, 0]]    1    none
27    2023_08_11_16_49_03    5    6    True    0    [[60, 6, 0]]    1    none
