event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_08_16_11_11_20    3    4    True    0    [[10, 4, 0]]    1    none
2    2023_08_16_11_56_34    7    6    False    0    [[10, 7, 15], [5, 6, 15]]    0    2_dark
3    2023_08_16_12_06_24    5    6    True    0    [[5, 5, 15], [10, 5, 15], [30, 5, 15], [10, 5, 15], [1, 5, 15], [60, 6, 0]]    1    none
4    2023_08_16_12_15_39    5    4    False    0    [[60, 5, 15], [5, 5, 15], [1, 5, 15], [60, 4, 15]]    0    2_dark
5    2023_08_16_12_34_01    4    4    False    0    [[1, 4, 15], [1, 4, 15], [1, 4, 15], [60, 4, 15], [5, 4, 15], [10, 4, 15], [60, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [30, 4, 15], [30, 4, 15], [1, 4, 15], [5, 4, 15]]    1    none
6    2023_08_16_13_04_35    4    5    True    0    [[10, 4, 15], [10, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
7    2023_08_16_13_18_13    4    3    False    0    [[30, 4, 15], [5, 4, 15], [30, 4, 15], [10, 3, 15]]    1    none
8    2023_08_16_13_52_11    3    4    True    0    [[60, 4, 0]]    1    none
9    2023_08_16_14_19_26    3    2    False    0    [[10, 3, 15], [5, 2, 15]]    0    2_dark
10    2023_08_16_14_37_27    4    5    True    0    [[1, 4, 15], [5, 4, 15], [10, 4, 15], [60, 5, 0]]    1    none
11    2023_08_16_14_47_42    4    5    True    0    [[30, 4, 15], [1, 4, 15], [10, 4, 15], [10, 4, 15], [10, 4, 15], [60, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [30, 5, 0]]    1    none
12    2023_08_16_14_58_52    4    5    True    0    [[10, 4, 15], [10, 4, 15], [5, 4, 15], [30, 4, 15], [60, 5, 0]]    1    none
13    2023_08_16_15_07_38    4    5    True    0    [[30, 5, 0]]    1    none
14    2023_08_16_15_09_03    4    5    True    0    [[5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [1, 4, 15], [60, 4, 15], [10, 4, 15], [10, 4, 15], [5, 4, 15], [60, 4, 15], [30, 4, 15], [1, 4, 15], [5, 4, 15], [30, 5, 0]]    1    none
15    2023_08_16_15_20_57    4    5    True    0    [[10, 4, 15], [60, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 5, 0]]    1    none
16    2023_08_16_15_43_31    4    3    False    0    [[1, 4, 15], [60, 3, 15]]    0    2_dark
17    2023_08_16_15_57_39    2    3    True    0    [[5, 2, 15], [5, 3, 0]]    1    none
18    2023_08_16_15_59_12    2    3    True    0    [[10, 2, 15], [1, 2, 15], [30, 2, 15], [10, 2, 15], [60, 2, 15], [5, 2, 15], [1, 2, 15], [5, 2, 15], [5, 2, 15], [1, 2, 15], [10, 2, 15], [60, 3, 0]]    1    none
19    2023_08_16_16_11_20    2    3    True    0    [[1, 2, 15], [10, 2, 15], [30, 2, 15], [1, 2, 15], [5, 2, 15], [60, 2, 15], [1, 2, 15], [60, 2, 15], [5, 2, 15], [10, 2, 15], [30, 3, 0]]    1    none
20    2023_08_16_16_41_32    3    4    True    0    [[30, 3, 15], [5, 3, 15], [1, 3, 15], [60, 4, 0]]    1    none
21    2023_08_16_17_07_24    4    5    True    0    [[30, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [30, 4, 15], [1, 4, 15], [1, 5, 0]]    1    none
22    2023_08_16_17_21_51    4    5    True    0    [[30, 4, 15], [30, 4, 15], [60, 5, 0]]    1    none
23    2023_08_16_17_30_25    4    5    True    0    [[5, 4, 15], [10, 4, 15], [1, 4, 15], [5, 4, 15], [60, 4, 15], [5, 4, 15], [1, 5, 0]]    1    none
24    2023_08_16_17_39_26    4    5    True    0    [[1, 4, 15], [10, 4, 15], [5, 4, 15], [60, 4, 15], [1, 4, 15], [5, 5, 0]]    1    none
