event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_03_01_10_26_26    4    5    True    0    [[1, 4, 15], [10, 4, 15], [60, 5, 0]]    1    none
2    2023_03_01_11_00_11    2    1    False    0    [[5, 1, 15]]    0    2_dark
3    2023_03_01_11_07_41    3    4    True    0    [[1, 3, 15], [30, 4, 0]]    1    none
4    2023_03_01_11_11_55    3    4    True    0    [[1, 3, 15], [60, 4, 0]]    1    none
5    2023_03_01_11_20_27    2    3    True    0    [[1, 2, 15], [30, 3, 0]]    1    none
6    2023_03_01_12_00_25    2    1    False    0    [[1, 1, 15]]    0    2_dark
7    2023_03_01_12_03_30    0    5    False    0    [[120, 5, 15]]    0    2_dark
8    2023_03_01_12_20_44    3    4    True    0    [[1, 3, 15], [10, 4, 0]]    1    none
9    2023_03_01_12_35_20    2    3    True    0    [[5, 2, 15], [30, 3, 0]]    1    none
10    2023_03_01_12_40_07    2    3    True    0    [[10, 2, 15], [5, 2, 15], [30, 3, 0]]    1    none
11    2023_03_01_12_43_43    2    3    True    0    [[1, 2, 15], [10, 3, 0]]    1    none
12    2023_03_01_12_55_01    2    2    False    0    [[5, 2, 15], [30, 2, 0]]    1    empty
13    2023_03_01_13_12_14    3    4    True    0    [[30, 3, 15], [10, 4, 0]]    1    none
14    2023_03_01_13_32_34    3    3    False    0    [[60, 3, 15], [10, 3, 15], [5, 3, 15], [10, 3, 15], [30, 3, 15], [5, 3, 15], [1, 3, 15], [1, 3, 15], [1, 3, 15], [1, 3, 15], [5, 3, 15], [10, 3, 15], [30, 3, 15], [120, 3, 15], [5, 3, 15]]    1    none
15    2023_03_01_13_50_54    3    4    True    0    [[10, 3, 15], [5, 3, 15], [1, 3, 15], [1, 3, 15], [120, 3, 15], [5, 4, 0]]    1    none
16    2023_03_01_14_12_41    4    5    True    0    [[1, 4, 15], [5, 4, 15], [5, 4, 15], [30, 5, 0]]    1    none
17    2023_03_01_14_17_29    4    5    True    0    [[10, 4, 15], [30, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [10, 5, 0]]    1    none
18    2023_03_01_14_25_23    4    5    True    0    [[5, 5, 0]]    1    none
19    2023_03_01_14_33_18    4    5    True    0    [[60, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [30, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [30, 5, 0]]    1    none
20    2023_03_01_14_57_54    3    4    True    0    [[60, 4, 0]]    1    none
