event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_03_02_11_04_33    3    4    True    0    [[10, 3, 15], [30, 4, 0]]    1    none
2    2023_03_02_11_13_17    3    4    True    0    [[5, 3, 15], [10, 3, 15], [5, 3, 15], [1, 3, 15], [30, 4, 0]]    1    none
3    2023_03_02_11_21_07    3    4    True    0    [[10, 4, 0]]    1    none
4    2023_03_02_11_27_15    3    4    True    0    [[5, 3, 15], [30, 4, 0]]    1    none
5    2023_03_02_11_39_20    3    4    True    0    [[1, 3, 15], [30, 4, 0]]    1    none
6    2023_03_02_11_46_01    3    4    True    0    [[1, 3, 15], [5, 3, 15], [1, 3, 15], [1, 3, 15], [10, 4, 0]]    1    none
7    2023_03_02_11_52_52    3    4    True    0    [[30, 4, 0]]    1    none
8    2023_03_02_12_08_53    3    4    True    0    [[1, 3, 15], [1, 3, 15], [30, 3, 15], [5, 3, 15], [5, 3, 15], [5, 3, 15], [1, 3, 15], [10, 3, 15], [1, 3, 15], [10, 4, 0]]    1    none
9    2023_03_02_12_17_39    3    4    True    0    [[10, 3, 15], [30, 4, 0]]    1    none
10    2023_03_02_12_29_22    3    4    True    0    [[10, 4, 0]]    1    none
11    2023_03_02_12_45_24    3    4    True    0    [[10, 4, 0]]    1    none
12    2023_03_02_12_56_23    3    4    True    0    [[1, 3, 15], [5, 3, 15], [10, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
13    2023_03_02_13_17_22    2    3    True    0    [[10, 3, 0]]    1    melting
14    2023_03_02_14_04_35    2    3    True    0    [[10, 2, 15], [30, 3, 0]]    1    none
15    2023_03_02_14_23_11    2    3    True    0    [[1, 2, 15], [120, 3, 0]]    1    melting
16    2023_03_02_14_36_45    2    3    True    0    [[5, 2, 15], [30, 3, 0]]    1    none
17    2023_03_02_15_03_50    2    3    True    0    [[5, 3, 0]]    1    melting
18    2023_03_02_15_09_59    2    3    True    0    [[5, 2, 15], [1, 2, 15], [5, 2, 15], [30, 2, 15], [10, 3, 0]]    1    none
19    2023_03_02_15_38_24    2    3    True    0    [[5, 2, 15], [5, 3, 0]]    1    none
20    2023_03_02_15_49_44    2    3    True    0    [[30, 3, 0]]    1    none
21    2023_03_02_16_27_02    2    3    True    0    [[60, 3, 0]]    1    empty
22    2023_03_02_16_34_11    2    3    True    0    [[5, 3, 0]]    1    none
