event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1677662786.4718232,1,0,10,250,100,1.0,1,none
1,1677662786.4718232,10,0,10,250,100,1.0,1,none
1,1677662786.4718232,60,1,10,250,100,0.0,1,none
2,1677664811.685947,5,0,10,250,100,1.0,0,2_dark
3,1677665261.3546455,1,0,10,250,100,1.0,1,none
3,1677665261.3546455,30,1,10,250,100,0.0,1,none
4,1677665515.699771,1,0,10,250,100,1.0,1,none
4,1677665515.699771,60,1,10,250,100,0.0,1,none
5,1677666027.8895,1,0,10,250,100,1.0,1,none
5,1677666027.8895,30,1,10,250,100,0.0,1,none
6,1677668425.0011735,1,0,10,250,100,1.0,0,2_dark
7,1677668610.0938892,120,0,10,250,100,1.0,0,2_dark
8,1677669644.8133445,1,0,10,250,100,1.0,1,none
8,1677669644.8133445,10,1,10,250,100,0.0,1,none
9,1677670520.9493954,5,0,10,250,100,1.0,1,none
9,1677670520.9493954,30,1,10,250,100,0.0,1,none
10,1677670807.4012196,10,0,10,250,100,1.0,1,none
10,1677670807.4012196,5,0,10,250,100,1.0,1,none
10,1677670807.4012196,30,1,10,250,100,0.0,1,none
11,1677671023.7455745,1,0,10,250,100,1.0,1,none
11,1677671023.7455745,10,1,10,250,100,0.0,1,none
12,1677671701.1213353,5,0,10,250,100,1.0,1,none
12,1677671701.1213353,30,0,10,250,100,0.0,1,empty
13,1677672734.0949917,30,0,10,250,100,1.0,1,none
13,1677672734.0949917,10,1,10,250,100,0.0,1,none
14,1677673954.0859532,60,0,10,250,100,1.0,1,none
14,1677673954.0859532,10,0,10,250,100,1.0,1,none
14,1677673954.0859532,5,0,10,250,100,1.0,1,none
14,1677673954.0859532,10,0,10,250,100,1.0,1,none
14,1677673954.0859532,30,0,10,250,100,1.0,1,none
14,1677673954.0859532,5,0,10,250,100,1.0,1,none
14,1677673954.0859532,1,0,10,250,100,1.0,1,none
14,1677673954.0859532,1,0,10,250,100,1.0,1,none
14,1677673954.0859532,1,0,10,250,100,1.0,1,none
14,1677673954.0859532,1,0,10,250,100,1.0,1,none
14,1677673954.0859532,5,0,10,250,100,1.0,1,none
14,1677673954.0859532,10,0,10,250,100,1.0,1,none
15,1677673954.0859532,30,0,10,250,100,1.0,1,none
15,1677673954.0859532,120,0,10,250,100,1.0,1,none
15,1677673954.0859532,5,0,10,250,100,1.0,1,none
15,1677675054.5269887,10,0,10,250,100,1.0,1,none
15,1677675054.5269887,5,0,10,250,100,1.0,1,none
15,1677675054.5269887,1,0,10,250,100,1.0,1,none
15,1677675054.5269887,1,0,10,250,100,1.0,1,none
15,1677675054.5269887,120,0,10,250,100,1.0,1,none
15,1677675054.5269887,5,1,10,250,100,0.0,1,none
16,1677676361.4761229,1,0,10,250,100,1.0,1,none
16,1677676361.4761229,5,0,10,250,100,1.0,1,none
16,1677676361.4761229,5,0,10,250,100,1.0,1,none
16,1677676361.4761229,30,1,10,250,100,0.0,1,none
17,1677676649.681863,10,0,10,250,100,1.0,1,none
17,1677676649.681863,30,0,10,250,100,1.0,1,none
17,1677676649.681863,1,0,10,250,100,1.0,1,none
17,1677676649.681863,5,0,10,250,100,1.0,1,none
17,1677676649.681863,1,0,10,250,100,1.0,1,none
17,1677676649.681863,1,0,10,250,100,1.0,1,none
17,1677676649.681863,10,1,10,250,100,0.0,1,none
18,1677677123.885725,5,1,10,250,100,0.0,1,none
19,1677677598.8794732,60,0,10,250,100,1.0,0,2_dark
19,1677677598.8794732,5,0,10,250,100,1.0,1,none
19,1677677598.8794732,1,0,10,250,100,1.0,1,none
19,1677677598.8794732,5,0,10,250,100,1.0,1,none
19,1677677598.8794732,10,0,10,250,100,1.0,1,none
19,1677677598.8794732,5,0,10,250,100,1.0,1,none
19,1677677598.8794732,10,0,10,250,100,1.0,1,none
19,1677677598.8794732,30,0,10,250,100,1.0,1,none
19,1677677598.8794732,1,0,10,250,100,1.0,1,none
19,1677677598.8794732,10,0,10,250,100,1.0,1,none
19,1677677598.8794732,1,0,10,250,100,1.0,1,none
19,1677677598.8794732,30,1,10,250,100,0.0,1,none
20,1677679074.4706023,60,1,10,250,100,0.0,1,none
