frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    293240    86112
471.0    335790    94189
471.2    310147    85141
471.4    336382    92206
471.6    338589    109665
471.8    361633    108506
472.0    306660    87478
472.2    291233    92161
472.4    291243    78234
472.6    306784    85794
472.8    268946    72730
473.0    183690    41772
473.2    264463    74973
473.4    252663    70990
473.6    267323    74937
473.8    220461    60380
474.0    265355    76716
474.2    302202    84353
474.4    280010    84299
474.6    284354    78898
474.8    322864    88291
475.0    316164    93444
475.2    351167    110101
475.4    313873    90059
475.6    316680    95491
475.8    343193    102600
476.0    304780    80148
476.2    309206    92303
476.4    309823    85291
476.6    315934    87375
476.8    336580    86046
